name,location,categories,rating,Type,latitude,longitude,free_bikes,price_num
Jakobs,"003447 - Gloucester Road (North), Kensington","[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'delis', 'title': 'Delis'}]",5.0,Restaurant,51.49792478,-0.183834706,4,2.0
Little India,"003447 - Gloucester Road (North), Kensington","[{'alias': 'indpak', 'title': 'Indian'}]",4.0,Restaurant,51.49792478,-0.183834706,4,2.0
Sandwich Shop,"003447 - Gloucester Road (North), Kensington","[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,Restaurant,51.49792478,-0.183834706,4,1.0
Sakurado,"003447 - Gloucester Road (North), Kensington","[{'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'dimsum', 'title': 'Dim Sum'}]",4.0,Restaurant,51.49792478,-0.183834706,4,
Il Borgo,"003447 - Gloucester Road (North), Kensington","[{'alias': 'italian', 'title': 'Italian'}]",4.0,Restaurant,51.49792478,-0.183834706,4,2.0
Memories Of India,"003447 - Gloucester Road (North), Kensington","[{'alias': 'indpak', 'title': 'Indian'}]",4.0,Restaurant,51.49792478,-0.183834706,4,2.0
MK Bar and Grill,"003447 - Gloucester Road (North), Kensington","[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",3.0,Restaurant,51.49792478,-0.183834706,4,2.0
The Jam Cupboard,"003447 - Gloucester Road (North), Kensington","[{'alias': 'british', 'title': 'British'}, {'alias': 'modern_european', 'title': 'Modern European'}]",4.0,Restaurant,51.49792478,-0.183834706,4,2.0
Launceston Place,"003447 - Gloucester Road (North), Kensington","[{'alias': 'british', 'title': 'British'}]",4.5,Restaurant,51.49792478,-0.183834706,4,4.0
Partridges,"003447 - Gloucester Road (North), Kensington","[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}]",3.5,Restaurant,51.49792478,-0.183834706,4,2.0
L'Etranger,"003447 - Gloucester Road (North), Kensington","[{'alias': 'french', 'title': 'French'}]",3.5,Restaurant,51.49792478,-0.183834706,4,3.0
The Uk's no1 for Japanese wobbly cheesecke,"003447 - Gloucester Road (North), Kensington","[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'creperies', 'title': 'Creperies'}]",3.5,Restaurant,51.49792478,-0.183834706,4,2.0
Khob Khun Restaurant,"003447 - Gloucester Road (North), Kensington","[{'alias': 'thai', 'title': 'Thai'}]",3.5,Restaurant,51.49792478,-0.183834706,4,2.0
Mia Rigo,"003447 - Gloucester Road (North), Kensington","[{'alias': 'italian', 'title': 'Italian'}]",4.0,Restaurant,51.49792478,-0.183834706,4,
La Bottega,"003447 - Gloucester Road (North), Kensington","[{'alias': 'italian', 'title': 'Italian'}]",2.5,Restaurant,51.49792478,-0.183834706,4,
Soutine,"200236 - Greenberry Street, St.John's Wood","[{'alias': 'french', 'title': 'French'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",4.0,Restaurant,51.53256,-0.16862,4,
Fego,"200236 - Greenberry Street, St.John's Wood","[{'alias': 'brasseries', 'title': 'Brasseries'}]",4.0,Restaurant,51.53256,-0.16862,4,2.0
The Ivy Café,"200236 - Greenberry Street, St.John's Wood","[{'alias': 'cafes', 'title': 'Cafes'}]",3.5,Restaurant,51.53256,-0.16862,4,2.0
Sahara,"200236 - Greenberry Street, St.John's Wood","[{'alias': 'mideastern', 'title': 'Middle Eastern'}]",3.5,Restaurant,51.53256,-0.16862,4,3.0
The Gate,"200236 - Greenberry Street, St.John's Wood","[{'alias': 'vegetarian', 'title': 'Vegetarian'}]",5.0,Restaurant,51.53256,-0.16862,4,
The Rotisserie,"200236 - Greenberry Street, St.John's Wood","[{'alias': 'steak', 'title': 'Steakhouses'}]",4.0,Restaurant,51.53256,-0.16862,4,3.0
Fora restaurant,"200236 - Greenberry Street, St.John's Wood","[{'alias': 'turkish', 'title': 'Turkish'}]",4.0,Restaurant,51.53256,-0.16862,4,2.0
Oslo Court Restaurant,"200236 - Greenberry Street, St.John's Wood","[{'alias': 'french', 'title': 'French'}]",4.0,Restaurant,51.53256,-0.16862,4,4.0
Chicken Shop,"200236 - Greenberry Street, St.John's Wood","[{'alias': 'chickenshop', 'title': 'Chicken Shop'}]",3.5,Restaurant,51.53256,-0.16862,4,2.0
Harry Morgan,"200236 - Greenberry Street, St.John's Wood","[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",2.5,Restaurant,51.53256,-0.16862,4,2.0
Panzer's Delicatessen,"200236 - Greenberry Street, St.John's Wood","[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'grocery', 'title': 'Grocery'}]",3.5,Restaurant,51.53256,-0.16862,4,2.0
Pret A Manger,"200236 - Greenberry Street, St.John's Wood","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,Restaurant,51.53256,-0.16862,4,
Tino's,"200236 - Greenberry Street, St.John's Wood","[{'alias': 'italian', 'title': 'Italian'}]",2.0,Restaurant,51.53256,-0.16862,4,2.0
Unico Italian Delicacies,"200236 - Greenberry Street, St.John's Wood","[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,Restaurant,51.53256,-0.16862,4,
Lord Morpeth,"200030 - Driffield Road, Old Ford","[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,Restaurant,51.534137,-0.037366,2,2.0
Roman Tandoori,"200030 - Driffield Road, Old Ford","[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'pakistani', 'title': 'Pakistani'}]",4.0,Restaurant,51.534137,-0.037366,2,
Garys Fish House,"200030 - Driffield Road, Old Ford","[{'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",5.0,Restaurant,51.534137,-0.037366,2,1.0
HILAND,"200030 - Driffield Road, Old Ford","[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",0.0,Restaurant,51.534137,-0.037366,2,
Domino's,"200030 - Driffield Road, Old Ford","[{'alias': 'pizza', 'title': 'Pizza'}]",3.0,Restaurant,51.534137,-0.037366,2,1.0
Dalloway Terrace,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'british', 'title': 'British'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,Restaurant,51.51772703,-0.127854211,15,3.0
Savoir Faire,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'french', 'title': 'French'}]",4.5,Restaurant,51.51772703,-0.127854211,15,2.0
Tea and Tattle,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'british', 'title': 'British'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,Restaurant,51.51772703,-0.127854211,15,2.0
Steak & Lobster,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'modern_european', 'title': 'Modern European'}]",4.0,Restaurant,51.51772703,-0.127854211,15,2.0
Bloomsbury Cafe,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,Restaurant,51.51772703,-0.127854211,15,1.0
Naru,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'korean', 'title': 'Korean'}]",4.0,Restaurant,51.51772703,-0.127854211,15,2.0
Konaki Restaurant,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,Restaurant,51.51772703,-0.127854211,15,2.0
Salt & Pepper,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'british', 'title': 'British'}]",4.0,Restaurant,51.51772703,-0.127854211,15,1.0
Abeno,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,Restaurant,51.51772703,-0.127854211,15,2.0
Fish Plaice,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'fishnchips', 'title': 'Fish & Chips'}]",4.0,Restaurant,51.51772703,-0.127854211,15,2.0
Bloomsbury Street Kitchen,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",5.0,Restaurant,51.51772703,-0.127854211,15,
Menya Ramen House,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,Restaurant,51.51772703,-0.127854211,15,
Malabar Junction,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'indpak', 'title': 'Indian'}]",4.0,Restaurant,51.51772703,-0.127854211,15,2.0
Arcade Food Theatre,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'food_court', 'title': 'Food Court'}]",4.0,Restaurant,51.51772703,-0.127854211,15,
Seoul Bakery,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'korean', 'title': 'Korean'}]",4.0,Restaurant,51.51772703,-0.127854211,15,1.0
Ben's Fish and Chips,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'fishnchips', 'title': 'Fish & Chips'}]",4.0,Restaurant,51.51772703,-0.127854211,15,2.0
Pane Cunzato,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,Restaurant,51.51772703,-0.127854211,15,1.0
Kanada-Ya,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'ramen', 'title': 'Ramen'}]",4.5,Restaurant,51.51772703,-0.127854211,15,2.0
Fushan,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'japanese', 'title': 'Japanese'}]",4.0,Restaurant,51.51772703,-0.127854211,15,
Tas Restaurant,"000988 - Great Russell Street, Bloomsbury","[{'alias': 'turkish', 'title': 'Turkish'}]",3.5,Restaurant,51.51772703,-0.127854211,15,2.0
Oaka At The Mansion House,"022170 - Kennington Station, Kennington","[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,Restaurant,51.488852,-0.105593,10,2.0
Maximo Italian Bistrot,"022170 - Kennington Station, Kennington","[{'alias': 'italian', 'title': 'Italian'}]",5.0,Restaurant,51.488852,-0.105593,10,2.0
Toulouse Lautrec,"022170 - Kennington Station, Kennington","[{'alias': 'jazzandblues', 'title': 'Jazz & Blues'}, {'alias': 'french', 'title': 'French'}, {'alias': 'pianobars', 'title': 'Piano Bars'}]",4.0,Restaurant,51.488852,-0.105593,10,2.0
White Bear Theatre,"022170 - Kennington Station, Kennington","[{'alias': 'theater', 'title': 'Performing Arts'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",3.5,Restaurant,51.488852,-0.105593,10,
Mr Ma,"022170 - Kennington Station, Kennington","[{'alias': 'hotdogs', 'title': 'Fast Food'}]",2.0,Restaurant,51.488852,-0.105593,10,1.0
Domino's,"022170 - Kennington Station, Kennington","[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,Restaurant,51.488852,-0.105593,10,3.0
St Gabriel cafe,"022170 - Kennington Station, Kennington","[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,Restaurant,51.488852,-0.105593,10,
Yidmia's Spicy Kitchen,"200121 - Shoreditch Court, Haggerston","[{'alias': 'african', 'title': 'African'}]",3.0,Restaurant,51.53908372,-0.070329419,23,
Lucky Star,"200121 - Shoreditch Court, Haggerston","[{'alias': 'hotdogs', 'title': 'Fast Food'}]",0.0,Restaurant,51.53908372,-0.070329419,23,
Paradise Garage,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'british', 'title': 'British'}]",4.0,Restaurant,51.528692,-0.059091,12,2.0
Coupette,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'french', 'title': 'French'}]",4.5,Restaurant,51.528692,-0.059091,12,
Sager + Wilde - Paradise Row,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'british', 'title': 'British'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Restaurant,51.528692,-0.059091,12,3.0
Resident of Paradise Row,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Restaurant,51.528692,-0.059091,12,2.0
Corner Room,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'modern_european', 'title': 'Modern European'}]",4.5,Restaurant,51.528692,-0.059091,12,3.0
The Japanese Canteen,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'korean', 'title': 'Korean'}]",3.5,Restaurant,51.528692,-0.059091,12,2.0
La Forchetta,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",3.5,Restaurant,51.528692,-0.059091,12,2.0
Arepa & Co - Bethnal Green,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,Restaurant,51.528692,-0.059091,12,
Typing Room,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'modern_european', 'title': 'Modern European'}]",5.0,Restaurant,51.528692,-0.059091,12,4.0
Carmel by the Green,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",5.0,Restaurant,51.528692,-0.059091,12,
Old George,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]",3.5,Restaurant,51.528692,-0.059091,12,2.0
Sugoi JPN,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'latin', 'title': 'Latin American'}]",3.5,Restaurant,51.528692,-0.059091,12,
Demaezushi,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,Restaurant,51.528692,-0.059091,12,2.0
Paradise Cottage,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'kebab', 'title': 'Kebab'}]",4.5,Restaurant,51.528692,-0.059091,12,1.0
The Star of Bethnal Green,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'pubs', 'title': 'Pubs'}]",3.5,Restaurant,51.528692,-0.059091,12,2.0
Nico's Cafe,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'british', 'title': 'British'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,Restaurant,51.528692,-0.059091,12,2.0
Hulya's Cafe Restaurant,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,Restaurant,51.528692,-0.059091,12,2.0
Da Terra,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'latin', 'title': 'Latin American'}]",5.0,Restaurant,51.528692,-0.059091,12,
Sodo Pizza Bethnal Green,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,Restaurant,51.528692,-0.059091,12,
Nando's,"200131 - Clarkson Street, Bethnal Green","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",3.5,Restaurant,51.528692,-0.059091,12,2.0
The Marquis Cornwallis,"300201 - Coram Street, Bloomsbury","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]",4.0,Restaurant,51.524,-0.12640984,16,2.0
49 Cafe,"300201 - Coram Street, Bloomsbury","[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'british', 'title': 'British'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,Restaurant,51.524,-0.12640984,16,1.0
Poppadom Express London,"300201 - Coram Street, Bloomsbury","[{'alias': 'indpak', 'title': 'Indian'}]",4.5,Restaurant,51.524,-0.12640984,16,
Yialousa Greek Taverna,"300201 - Coram Street, Bloomsbury","[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",3.5,Restaurant,51.524,-0.12640984,16,2.0
Callaghans,"300201 - Coram Street, Bloomsbury","[{'alias': 'irish', 'title': 'Irish'}]",3.5,Restaurant,51.524,-0.12640984,16,2.0
China House,"300201 - Coram Street, Bloomsbury","[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,Restaurant,51.524,-0.12640984,16,2.0
Saucy Restaurant,"300201 - Coram Street, Bloomsbury","[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,Restaurant,51.524,-0.12640984,16,
Burger and Shake,"300201 - Coram Street, Bloomsbury","[{'alias': 'burgers', 'title': 'Burgers'}]",4.0,Restaurant,51.524,-0.12640984,16,2.0
Pizza Sophia,"300201 - Coram Street, Bloomsbury","[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,Restaurant,51.524,-0.12640984,16,2.0
Friend At Hand,"300201 - Coram Street, Bloomsbury","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]",3.5,Restaurant,51.524,-0.12640984,16,2.0
Franco Manca,"300201 - Coram Street, Bloomsbury","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,Restaurant,51.524,-0.12640984,16,
China City,"300201 - Coram Street, Bloomsbury","[{'alias': 'chinese', 'title': 'Chinese'}]",2.0,Restaurant,51.524,-0.12640984,16,
Bloomsbury Coffee House,"300201 - Coram Street, Bloomsbury","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,Restaurant,51.524,-0.12640984,16,1.0
Crazy Salad,"300201 - Coram Street, Bloomsbury","[{'alias': 'salad', 'title': 'Salad'}]",3.5,Restaurant,51.524,-0.12640984,16,
Nando's,"300201 - Coram Street, Bloomsbury","[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.5,Restaurant,51.524,-0.12640984,16,2.0
Fortitude Bakehouse,"300201 - Coram Street, Bloomsbury","[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",4.0,Restaurant,51.524,-0.12640984,16,
Fuwa Fuwa,"300201 - Coram Street, Bloomsbury","[{'alias': 'japanese', 'title': 'Japanese'}]",3.5,Restaurant,51.524,-0.12640984,16,
Pret A Manger,"300201 - Coram Street, Bloomsbury","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,Restaurant,51.524,-0.12640984,16,1.0
Hare & Tortoise,"300201 - Coram Street, Bloomsbury","[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'japanese', 'title': 'Japanese'}]",3.5,Restaurant,51.524,-0.12640984,16,2.0
Nando's,"300201 - Coram Street, Bloomsbury","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",5.0,Restaurant,51.524,-0.12640984,16,
Chillies Tandoori,"200076 - Westminster Bridge Road, Elephant & Castle","[{'alias': 'indpak', 'title': 'Indian'}]",4.5,Restaurant,51.498386,-0.107913,24,
Masters Superfish,"200076 - Westminster Bridge Road, Elephant & Castle","[{'alias': 'fishnchips', 'title': 'Fish & Chips'}]",4.0,Restaurant,51.498386,-0.107913,24,2.0
Fusion Grill,"200076 - Westminster Bridge Road, Elephant & Castle","[{'alias': 'kebab', 'title': 'Kebab'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",5.0,Restaurant,51.498386,-0.107913,24,
Paladar,"200076 - Westminster Bridge Road, Elephant & Castle","[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",5.0,Restaurant,51.498386,-0.107913,24,
Three O Two,"200076 - Westminster Bridge Road, Elephant & Castle","[{'alias': 'british', 'title': 'British'}]",3.5,Restaurant,51.498386,-0.107913,24,3.0
Shaheen Tandoori,"200076 - Westminster Bridge Road, Elephant & Castle","[{'alias': 'pakistani', 'title': 'Pakistani'}]",3.5,Restaurant,51.498386,-0.107913,24,
80 Stone Cafe,"200076 - Westminster Bridge Road, Elephant & Castle","[{'alias': 'cafes', 'title': 'Cafes'}]",5.0,Restaurant,51.498386,-0.107913,24,
Chilis' Restaurant & Takeaway,"200076 - Westminster Bridge Road, Elephant & Castle","[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",5.0,Restaurant,51.498386,-0.107913,24,
Miss Ellies Coffee & Subs,"200076 - Westminster Bridge Road, Elephant & Castle","[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,Restaurant,51.498386,-0.107913,24,
Morley Tandoori Take Away,"200076 - Westminster Bridge Road, Elephant & Castle","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'indpak', 'title': 'Indian'}]",1.0,Restaurant,51.498386,-0.107913,24,
Friends of Ours,"002641 - New North Road 2, Hoxton","[{'alias': 'cafes', 'title': 'Cafes'}]",4.5,Restaurant,51.53114,-0.086016,4,2.0
Hoxton Fish House,"002641 - New North Road 2, Hoxton","[{'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,Restaurant,51.53114,-0.086016,4,
Curious Yellow Kafé,"002641 - New North Road 2, Hoxton","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'scandinavian', 'title': 'Scandinavian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,Restaurant,51.53114,-0.086016,4,1.0
Joe & 'Za,"002641 - New North Road 2, Hoxton","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'milkshakebars', 'title': 'Milkshake Bars'}]",4.0,Restaurant,51.53114,-0.086016,4,1.0
Summer With Monika,"002641 - New North Road 2, Hoxton","[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,Restaurant,51.53114,-0.086016,4,2.0
Muzzy's Cafe,"002641 - New North Road 2, Hoxton","[{'alias': 'cafes', 'title': 'Cafes'}]",5.0,Restaurant,51.53114,-0.086016,4,
The Nile Cafe,"002641 - New North Road 2, Hoxton","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",5.0,Restaurant,51.53114,-0.086016,4,
Chad Indian Takeaway,"002641 - New North Road 2, Hoxton","[{'alias': 'indpak', 'title': 'Indian'}]",2.0,Restaurant,51.53114,-0.086016,4,1.0
Byron,"002641 - New North Road 2, Hoxton","[{'alias': 'burgers', 'title': 'Burgers'}]",4.0,Restaurant,51.53114,-0.086016,4,2.0
Tiffin Express,"002641 - New North Road 2, Hoxton","[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}]",3.0,Restaurant,51.53114,-0.086016,4,
Italiano Pizza,"002641 - New North Road 2, Hoxton","[{'alias': 'hotdogs', 'title': 'Fast Food'}]",3.0,Restaurant,51.53114,-0.086016,4,
Granger & Co,"002682 - Turquoise Island, Notting Hill","[{'alias': 'british', 'title': 'British'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Restaurant,51.51431171,-0.200838199,15,2.0
Ottolenghi,"002682 - Turquoise Island, Notting Hill","[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,Restaurant,51.51431171,-0.200838199,15,2.0
Daylesford Organic,"002682 - Turquoise Island, Notting Hill","[{'alias': 'british', 'title': 'British'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]",4.0,Restaurant,51.51431171,-0.200838199,15,2.0
Gold,"002682 - Turquoise Island, Notting Hill","[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'british', 'title': 'British'}]",4.5,Restaurant,51.51431171,-0.200838199,15,
Farm Girl Cafe,"002682 - Turquoise Island, Notting Hill","[{'alias': 'cafes', 'title': 'Cafes'}]",4.0,Restaurant,51.51431171,-0.200838199,15,2.0
Cloud Twelve,"002682 - Turquoise Island, Notting Hill","[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'hair', 'title': 'Hair Salons'}, {'alias': 'naturopathic', 'title': 'Naturopathic/Holistic'}]",4.5,Restaurant,51.51431171,-0.200838199,15,
Clean and Lean Cafe,"002682 - Turquoise Island, Notting Hill","[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.5,Restaurant,51.51431171,-0.200838199,15,
Portobello Gold,"002682 - Turquoise Island, Notting Hill","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'guesthouses', 'title': 'Guest Houses'}, {'alias': 'british', 'title': 'British'}]",3.5,Restaurant,51.51431171,-0.200838199,15,2.0
Chucs,"002682 - Turquoise Island, Notting Hill","[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Restaurant,51.51431171,-0.200838199,15,
Beach Blanket Babylon,"002682 - Turquoise Island, Notting Hill","[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,Restaurant,51.51431171,-0.200838199,15,3.0
Core by Clare Smyth,"002682 - Turquoise Island, Notting Hill","[{'alias': 'british', 'title': 'British'}]",4.5,Restaurant,51.51431171,-0.200838199,15,
The Continental Pantry,"002682 - Turquoise Island, Notting Hill","[{'alias': 'winetastingroom', 'title': 'Wine Tasting Room'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,Restaurant,51.51431171,-0.200838199,15,2.0
New Toms,"002682 - Turquoise Island, Notting Hill","[{'alias': 'modern_european', 'title': 'Modern European'}]",4.0,Restaurant,51.51431171,-0.200838199,15,
